vul_id,repo,fixed_commit_sha,patch_file,patch_func,target_file,target_func,CWE,vuln_type,judgement
CVE-2020-13904,FFmpeg/FFmpeg,6959358683c7533f586c07a766acc5fe9544d8b2,libavformat/hls.c,parse_playlist,libavformat/hlsproto.c,parse_playlist,CWE-416,Use After Free,TP
CVE-2020-20448,FFmpeg/FFmpeg,8802e329c8317ca5ceb929df48a23eb0f9e852b2,libavcodec/snowenc.c,encode_q_branch,libavcodec/motion_est.c,ff_pre_estimate_p_frame_motion,CWE-369,Divide By Zero,TP
CVE-2020-20451,FFmpeg/FFmpeg,21265f42ecb265debe9fec1dbfd0cb7de5a8aefb,fftools/ffmpeg_opt.c,open_files,libavfilter/af_acrossover.c,init,CWE-401,Memory Leak,
CVE-2020-20451,FFmpeg/FFmpeg,21265f42ecb265debe9fec1dbfd0cb7de5a8aefb,fftools/ffmpeg_opt.c,open_files,libavformat/matroskaenc.c,mkv_reformat_wavpack,CWE-401,Memory Leak,
CVE-2020-22015,FFmpeg/FFmpeg,14e172600e65817144be48a774c9b699b9563653,libavformat/movenc.c,mov_write_video_tag,libavformat/avienc.c,avi_write_packet,CWE-120,Buffer Overflow,
CVE-2020-22016,FFmpeg/FFmpeg,a95d2099b8edb6bb906751a7e27984de2d8930d8,libavformat/movenc.c,mov_write_header,tools/ismindex.c,handle_file,CWE-787,Unknown,
CVE-2020-22019,FFmpeg/FFmpeg,e6b5c7a5fccf7237b2aceb4334dec53f181e0149,libavfilter/vf_vmafmotion.c,ff_vmafmotion_init,libavcodec/huffyuvenc.c,encode_init,CWE-120,Buffer Overflow,
CVE-2020-22024,FFmpeg/FFmpeg,723d69f99cd26db9687ed2d24d06afaff624daf3,libavfilter/vf_lagfun.c,lagfun_frame16,libavfilter/vf_stereo3d.c,interleave_cols_to_any,CWE-120,Buffer Overflow,
CVE-2020-22026,FFmpeg/FFmpeg,a9b8eda77306829c9165bc306aafd6e1a91f14c0,libavfilter/af_tremolo.c,filter_frame,libavfilter/af_alimiter.c,filter_frame,CWE-120,Buffer Overflow,
CVE-2020-22026,FFmpeg/FFmpeg,a9b8eda77306829c9165bc306aafd6e1a91f14c0,libavfilter/af_tremolo.c,filter_frame,libavfilter/af_aphaser.c,PHASER_PLANAR,CWE-120,Buffer Overflow,
