vul_id,repo,fixed_commit_sha
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec
CVE-2023-46928,gpac/gpac,0753bf6d867343a80a044bf47a27d0b7accc8bf1
CVE-2023-46929,gpac/gpac,4248def5d24325aeb0e35cacde3d56c9411816a6
CVE-2023-46930,gpac/gpac,3809955065afa3da1ad580012ec43deadbb0f2c8
CVE-2023-4756,gpac/gpac,6914d016e2b540bac2c471c4aea156ddef8e8e01
CVE-2023-4778,gpac/gpac,d553698050af478049e1a09e44a15ac884f223ed
CVE-2024-24267,gpac/gpac,d28d9ba45cf4f628a7b2c351849a895e6fcf2234
CVE-2024-6062,gpac/gpac,31e499d310a48bd17c8b055a0bfe0fe35887a7cd
OSV-2024-142,gpac/gpac,57f3ff863669c8eb8edfabd68021d560900d6c68
OSV-2021-1330,kamailio/kamailio,bf6bd11a9b969c02a106f94ebf40cefbe8028456
CVE-2017-14166,libarchive/libarchive,fa7438a0ff4033e4741c807394a9af6207940d71
CVE-2018-1000879,libarchive/libarchive,15bf44fd2c1ad0e3fd87048b3fcc90c4dcff1175
CVE-2021-31566,libarchive/libarchive,b41daecb5ccb4c8e3b2c53fd6147109fc12c3043
CVE-2017-10929,radareorg/radare2,c57997e76ec70862174a1b3b3aeb62a6f8570e85
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989
CVE-2021-32494,radareorg/radare2,a07dedb804a82bc01c07072861942dd80c6b6d62
CVE-2022-0139,radareorg/radare2,37897226a1a31f982bfefdc4aeefc2e50355c73c
CVE-2022-0523,radareorg/radare2,35482cb760db10f87a62569e2f8872dbd95e9269
CVE-2022-0559,radareorg/radare2,b5cb90b28ec71fda3504da04e3cc94a362807f5e
CVE-2022-1244,radareorg/radare2,2b77b277d67ce061ee6ef839e7139ebc2103c1e3
CVE-2022-1452,radareorg/radare2,ecc44b6a2f18ee70ac133365de0e509d26d5e168
CVE-2022-1649,radareorg/radare2,a5aafb99c3965259c84ddcf45a91144bf7eb4cf1
CVE-2022-28068,radareorg/radare2,637f4bd1af6752e28e0a9998e954e2e9ce6fa992
CVE-2022-28072,radareorg/radare2,027cd9b7274988bb1af866539ba6c2fa2ff63e45
CVE-2022-28073,radareorg/radare2,59a9dfb60acf8b5c0312061cffd9693fc9526053
OSV-2021-1820,radareorg/radare2,2cfc1d7e12adf87a28ac78abb32233cf39c6d54a
CVE-2015-4036,torvalds/linux,59c816c1f24df0204e01851431d3bab3eb76719c
CVE-2016-5400,torvalds/linux,aa93d1fee85c890a34f2510a310e55ee76a27848
CVE-2016-5728,torvalds/linux,9bf292bfca94694a721449e3fd752493856710f6
CVE-2017-18509,torvalds/linux,99253eb750fda6a644d5188fb26c43bad8d5a745
CVE-2017-7518,torvalds/linux,c8401dda2f0a00cd25c0af6a95ed50e478d25de4
CVE-2018-20169,torvalds/linux,704620afc70cf47abb9d6a1a57f3825d2bca49cf
CVE-2019-15925,torvalds/linux,04f25edb48c441fc278ecc154c270f16966cbb90
CVE-2019-19533,torvalds/linux,a10feaf8c464c3f9cfdd3a8a7ce17e1c0d498da1
CVE-2019-19947,torvalds/linux,da2311a6385c3b499da2ed5d9be59ce331fa93e9
CVE-2020-12465,torvalds/linux,b102f0c522cf668c8382c56a4f771b37d011cda2
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd
CVE-2020-25211,torvalds/linux,1cc5ef91d2ff94d2bf2de3b3585423e8a1051cb6
CVE-2020-25284,torvalds/linux,f44d04e696feaf13d192d942c4f14ad2e117065a
CVE-2020-25656,torvalds/linux,82e61c3909db51d91b9d3e2071557b6435018b80
CVE-2020-25668,torvalds/linux,90bfdeef83f1d6c696039b6a917190dcbbad3220
CVE-2021-33631,torvalds/linux,5c099c4fdc438014d5893629e70a8ba934433ee8
CVE-2021-46906,torvalds/linux,6be388f4a35d2ce5ef7dbf635a8964a5da7f799f
CVE-2021-46948,torvalds/linux,83b09a1807415608b387c7bc748d329fefc5617e
CVE-2021-46981,torvalds/linux,79ebe9110fa458d58f1fceb078e2068d7ad37390
CVE-2021-46986,torvalds/linux,bb9c74a5bd1462499fe5ccb1e3c5ac40dcfa9139
CVE-2021-46994,torvalds/linux,03c427147b2d3e503af258711af4fc792b89b0af
CVE-2021-47028,torvalds/linux,f43b941fd61003659a3f0e039595e5e525917aa8
CVE-2021-47071,torvalds/linux,3ee098f96b8b6c1a98f7f97915f8873164e6af9d
CVE-2021-47165,torvalds/linux,7cfc4ea78fc103ea51ecbacd9236abb5b1c490d2
CVE-2021-47170,torvalds/linux,4f2629ea67e7225c3fd292c7fe4f5b3c9d6392de
CVE-2022-27223,torvalds/linux,7f14c7227f342d9932f9b918893c8814f86d2a0d
CVE-2022-3532,torvalds/linux,6e8280b958c5d7edc514cf347a800b23b7732b2b
CVE-2022-3594,torvalds/linux,93e2be344a7db169b7119de21ac1bf253b8c6907
CVE-2022-3625,torvalds/linux,6b4db2e528f650c7fb712961aac36455468d5902
CVE-2022-47943,torvalds/linux,ac60778b87e45576d7bfdbd6f53df902654e6f09
CVE-2023-2019,torvalds/linux,180a6a3ee60a7cb69ed1232388460644f6a21f00
CVE-2023-22996,torvalds/linux,4b41a9d0fe3db5f91078a380f62f0572c3ecf2dd
CVE-2023-3812,torvalds/linux,363a5328f4b0517e59572118ccfb7c626d81dca9
CVE-2023-42754,torvalds/linux,0113d9c9d1ccc07f5a3710dac4aa24b6d711278c
CVE-2023-52469,torvalds/linux,28dd788382c43b330480f57cd34cde0840896743
CVE-2023-52599,torvalds/linux,49f9637aafa6e63ba686c13cb8549bf5e6920402
CVE-2023-52625,torvalds/linux,8e57c06bf4b0f51a4d6958e15e1a99c9520d00fa
CVE-2023-6111,torvalds/linux,93995bf4af2c5a99e2a87f0cd5ce547d31eb7630
CVE-2023-6817,torvalds/linux,317eb9685095678f2c9f5a8189de698c5354316a
CVE-2024-0641,torvalds/linux,08e50cf071847323414df0835109b6f3560d44f5
CVE-2024-26660,torvalds/linux,58fca355ad37dcb5f785d9095db5f748b79c5dc2
CVE-2024-26661,torvalds/linux,66951d98d9bf45ba25acf37fe0747253fafdf298
CVE-2024-26667,torvalds/linux,7f3d03c48b1eb6bc45ab20ca98b8b11be25f9f52
CVE-2024-26675,torvalds/linux,cb88cb53badb8aeb3955ad6ce80b07b598e310b8
CVE-2024-26684,torvalds/linux,46eba193d04f8bd717e525eb4110f3c46c12aec3
CVE-2024-26699,torvalds/linux,46806e59a87790760870d216f54951a5b4d545bc
CVE-2024-26702,torvalds/linux,792595bab4925aa06532a14dd256db523eb4fa5e
CVE-2024-26716,torvalds/linux,12783c0b9e2c7915a50d5ec829630ff2da50472c
CVE-2024-26723,torvalds/linux,15faa1f67ab405d47789d4702f587ec7df7ef03e
CVE-2024-26747,torvalds/linux,1c9be13846c0b2abc2480602f8ef421360e1ad9e
CVE-2024-26748,torvalds/linux,5fd9e45f1ebcd57181358af28506e8a661a260b3
CVE-2024-26784,torvalds/linux,eb5555d422d0fc325e1574a7353d3c616f82d8b5
CVE-2024-26793,torvalds/linux,616d82c3cfa2a2146dd7e3ae47bda7e877ee549e
CVE-2016-7163,uclouvain/openjpeg,c16bc057ba3f125051c9966cf1f5b68a05681de4
CVE-2018-20847,uclouvain/openjpeg,5d00b719f4b93b1445e6fb4c766b9a9883c57949
CVE-2018-7648,uclouvain/openjpeg,cc3824767bde397fedb8a1ae4786a222ba860c8d
CVE-2020-15389,uclouvain/openjpeg,e8e258ab049240c2dd1f1051b4e773b21e2d3dc0
CVE-2021-29338,uclouvain/openjpeg,79c7d7af598b778c3cdcb455df23d50efc95eb3c
CVE-2021-22174,wireshark/wireshark,785e291c1be04beebae3f3603752f5737dc1694d
CVE-2021-22207,wireshark/wireshark,b7a0650e061b5418ab4a8f72c6e4b00317aff623
